排名,专业名称,专业层次,专业类别,开设院校,人气值,MBTI,壹心理
1131,数据科学与大数据技术,本科,计算机类,开设院校,2767,INTP/INTJ,研究型
1132,警察指挥与战术,专科（高职）,公安指挥类,开设院校,2745,ESTP/ISFJ,现实型
1133,自然保护区建设与管理,专科（高职）,林业类,开设院校,2734,ISTJ/ISFJ,现实型
1134,船舶检验,专科（高职）,水上运输类,开设院校,2725,ISTP,
1135,粮油储藏与检测技术,专科（高职）,粮食储检类,开设院校,2722,ISTP/ESTP,
1136,供用电技术,专科（高职）,电力技术类,开设院校,2714,ISTP/INTJ,
1137,音乐表演,专科（高职）,表演艺术类,开设院校,2714,INTJ/INFP/ENFP,艺术型
1138,泰米尔语,本科,外国语言文学类,开设院校,2707,ESTP/INFJ,艺术型
1139,蜂学,本科,动物生产类,开设院校,2692,INTJ/ESFJ,研究型
1140,安全防范工程,本科,公安技术类,开设院校,2673,ISTJ/ESTP,现实型
1141,纺织品设计,专科（高职）,纺织服装类,开设院校,2667,ISTP/ESFP,
1143,新闻采编与制作,专科（高职）,广播影视类,开设院校,2655,INFJ/ISFP/ESFP,艺术型
1142,地球化学,本科,地质学类,开设院校,2655,INTJ,研究型
1144,葡萄牙语,本科,外国语言文学类,开设院校,2650,ESTP/INFJ,艺术型
1145,森林资源保护,专科（高职）,林业类,开设院校,2649,ISTJ/ISFJ,现实型
1146,假肢矫形工程,本科,生物医学工程类,开设院校,2643,INTJ,研究型
1147,尼泊尔语,本科,外国语言文学类,开设院校,2639,ESTP/INFJ,艺术型
1148,土耳其语,本科,外国语言文学类,开设院校,2637,ESTP/INFJ,艺术型
1149,边境管理,专科（高职）,公安管理类,开设院校,2625,ESTP/ISFJ,现实型
1150,荷兰语,本科,外国语言文学类,开设院校,2616,ESTP/INFJ,艺术型
1151,机电设备维修与管理,专科（高职）,机电设备类,开设院校,2606,ISTP/INTJ,
1152,生物制药技术,专科（高职）,药品制造类,开设院校,2603,INTJ/ISFJ,研究型
1153,救援技术,专科（高职）,安全类,开设院校,2601,ISFJ/ESTP,现实型
1154,出版信息管理,专科（高职）,新闻出版类,开设院校,2597,ESFP/ENFP,艺术型
1155,公共事务管理,专科（高职）,公共管理类,开设院校,2574,ENTJ/ISFJ,管理型
1156,钻井技术,专科（高职）,石油与天然气类,开设院校,2565,INTJ/ISTJ,研究型
1157,国际商务,专科（高职）,经济贸易类,开设院校,2565,ESTJ/ISFJ,现实型
1158,波兰语,本科,外国语言文学类,开设院校,2563,ESTP/INFJ,艺术型
1159,防雷技术,专科（高职）,气象类,开设院校,2562,INTJ,研究型
1160,中国共产党历史,本科,马克思主义理论类,开设院校,2560,INTJ/ENTP,社会型
1161,旅游日语,专科（高职）,语言类,开设院校,2551,ESTP/ESFP,艺术型
1162,实验动物技术,专科（高职）,畜牧业类,开设院校,2547,INTJ/ESFJ,研究型
1163,科学社会主义,本科,马克思主义理论类,开设院校,2546,INTJ/ENTP,社会型
1164,音像技术,专科（高职）,广播影视类,开设院校,2536,INFJ/ISFP/ESFP,艺术型
1165,蒙医学,本科,中医学类,开设院校,2533,ESFJ/ISFJ,研究型
1166,中药制药技术,专科（高职）,药品制造类,开设院校,2514,INTJ/ISFJ,研究型
1167,意大利语,本科,外国语言文学类,开设院校,2509,ESTP/INFJ,艺术型
1168,电厂热能动力装置,专科（高职）,热能与发电工程类,开设院校,2502,ISTP/INTJ,
1169,食品药品监督管理,专科（高职）,食品药品管理类,开设院校,2491,ESFJ/ESTP,研究型
1170,边防指挥,本科,公安学类,开设院校,2478,ESTP/ISFJ,现实型
1171,报关与国际货运,专科（高职）,经济贸易类,开设院校,2462,ESTJ/ISFJ,现实型
1172,应用韩语,专科（高职）,语言类,开设院校,2443,ESTP/ESFP,艺术型
1173,税务,专科（高职）,财政税务类,开设院校,2442,INTJ,研究型
1174,粮食工程,本科,食品科学与工程类,开设院校,2436,ESFJ/ESTP,研究型
1175,食品贮运与营销,专科（高职）,食品工业类,开设院校,2420,ESFJ/ESTP,研究型
1176,农业工程,本科,农业工程类,开设院校,2412,ISTJ/INTJ/ISTP/INTP,研究型
1177,捷克语,本科,外国语言文学类,开设院校,2408,ESTP/INFJ,艺术型
1178,防火管理,专科（高职）,公安管理类,开设院校,2407,ESTP/ISFJ,现实型
1179,材料成型与控制技术,专科（高职）,机械设计制造类,开设院校,2387,ISTP,
1180,高压输配电线路施工运行与维护,专科（高职）,电力技术类,开设院校,2372,ISTP/INTJ,
1181,食品加工技术,专科（高职）,食品工业类,开设院校,2363,ESFJ/ESTP,研究型
1182,核生化消防,本科,公安技术类,开设院校,2346,ISTJ/ESTP,现实型
1183,乌克兰语,本科,外国语言文学类,开设院校,2341,ESTP/INFJ,艺术型
1184,印刷工程,本科,轻工类,开设院校,2329,ISTP,
1185,匈牙利语,本科,外国语言文学类,开设院校,2319,ESTP/INFJ,艺术型
1186,微电子技术,专科（高职）,电子信息类,开设院校,2316,ISTP/INTP,
1187,自动化生产设备应用,专科（高职）,机电设备类,开设院校,2304,ISTP/INTJ,
1188,阿尔巴尼亚语,本科,外国语言文学类,开设院校,2299,ESTP/INFJ,艺术型
1189,物业管理,专科（高职）,房地产类,开设院校,2298,INTJ/ESTJ,管理型
1190,钢琴调律,专科（高职）,表演艺术类,开设院校,2288,INTJ/INFP/ENFP,艺术型
1191,城市热能应用技术,专科（高职）,热能与发电工程类,开设院校,2285,ISTP/INTJ,
1192,水质科学与技术,本科,环境科学与工程类,开设院校,2282,INTJ/ENTJ,研究型、现实型
1193,森林消防,专科（高职）,公安管理类,开设院校,2268,ESTP/ISFJ,现实型
1194,历史教育,专科（高职）,教育类,开设院校,2252,ENFP/ENFJ,社会型
1195,刑事执行,专科（高职）,法律执行类,开设院校,2209,INTJ/ESTP,社会型
1196,非织造材料与工程,本科,纺织类,开设院校,2134,ISTP,
1197,泰语,本科,外国语言文学类,开设院校,2129,ESTP/INFJ,艺术型
1198,化学教育,专科（高职）,教育类,开设院校,2109,ENFP/ENFJ,社会型
1199,消防指挥,专科（高职）,公安指挥类,开设院校,2105,ESTP/ISFJ,现实型
1200,森林工程,本科,林业工程类,开设院校,2096,ISTJ,研究型
1201,社区康复,专科（高职）,公共服务类,开设院校,2089,ESFJ,管理型
1202,岩土工程技术,专科（高职）,地质类,开设院校,2086,INTJ/ISTJ/INTP,研究型
1203,火电厂集控运行,专科（高职）,热能与发电工程类,开设院校,2085,ISTP/INTJ,
1204,物理教育,专科（高职）,教育类,开设院校,2068,ENFP/ENFJ,社会型
1205,应用俄语,专科（高职）,语言类,开设院校,2066,ESTP/ESFP,艺术型
1206,景区开发与管理,专科（高职）,旅游类,开设院校,2058,ESFP/ISFP/ISFJ,管理型
1207,矿山测量,专科（高职）,测绘地理信息类,开设院校,2043,ISTJ/INTJ,研究型
1208,材料工程技术,专科（高职）,非金属材料类,开设院校,2040,ISTP,
1209,现代教育技术,专科（高职）,教育类,开设院校,1973,ENFP/ENFJ,社会型
1210,缅甸语,本科,外国语言文学类,开设院校,1971,ESTP/INFJ,艺术型
1211,表演艺术,专科（高职）,表演艺术类,开设院校,1968,INTJ/INFP/ENFP,艺术型
1212,保加利亚语,本科,外国语言文学类,开设院校,1961,ESTP/INFJ,艺术型
1213,应用越南语,专科（高职）,语言类,开设院校,1955,ESTP/ESFP,艺术型
1214,酿酒技术,专科（高职）,食品工业类,开设院校,1932,ESFJ/ESTP,研究型
1215,连锁经营管理,专科（高职）,工商管理类,开设院校,1928,ISFJ/ISTP/ESFJ,管理型
1216,克罗地亚语,本科,外国语言文学类,开设院校,1897,ESTP/INFJ,艺术型
1217,鞋类设计与工艺,专科（高职）,轻化工类,开设院校,1888,ISTP,
1218,公共关系,专科（高职）,公共事业类,开设院校,1865,ISFJ/ESTJ,社会型
1219,矿物加工技术,专科（高职）,金属与非金属矿类,开设院校,1805,INTP/ISTP,研究型
1220,旅游英语,专科（高职）,语言类,开设院校,1788,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
1221,塞尔维亚语,本科,外国语言文学类,开设院校,1787,ESTP/INFJ,艺术型
1222,藏药学,本科,中药学类,开设院校,1783,ISFJ/ESFJ,研究型
1223,矿井建设,专科（高职）,煤炭类,开设院校,1767,ISTP/INTJ,
1224,越南语,本科,外国语言文学类,开设院校,1763,ESTP/INFJ,艺术型
1225,罗马尼亚语,本科,外国语言文学类,开设院校,1732,ESTP/INFJ,艺术型
1226,液压与气动技术,专科（高职）,自动化类,开设院校,1715,ISTP,
1227,矿井运输与提升,专科（高职）,煤炭类,开设院校,1677,ISTP/INTJ,
1228,机器人工程,本科,自动化类,开设院校,1663,ISTP,
1230,化学制药技术,专科（高职）,药品制造类,开设院校,1661,INTJ/ISFJ,研究型
1229,选煤技术,专科（高职）,煤炭类,开设院校,1661,ISTP/INTJ,
1231,蚕桑技术,专科（高职）,畜牧业类,开设院校,1647,INTJ/ESFJ,研究型
1232,老挝语,本科,外国语言文学类,开设院校,1621,ESTP/INFJ,艺术型
1233,特种动物养殖,专科（高职）,畜牧业类,开设院校,1598,INTJ/ESFJ,研究型
1235,生物医学,本科,基础医学类,开设院校,1593,ESFJ/ISFJ,研究型
1234,抢险救援,专科（高职）,公安指挥类,开设院校,1593,ESTP/ISFJ,现实型
1236,工业网络技术,专科（高职）,自动化类,开设院校,1576,ISTP,
1237,电子工艺与管理,专科（高职）,电子信息类,开设院校,1553,ISTP/INTP,
1238,斯瓦希里语,本科,外国语言文学类,开设院校,1537,ESTP/INFJ,艺术型
1239,蒙古语,本科,外国语言文学类,开设院校,1519,ESTP/INFJ,艺术型
1240,水产养殖技术,专科（高职）,渔业类,开设院校,1496,INTJ/ISTJ/ESFJ/ENFP,研究型、现实型
1241,饲料与动物营养,专科（高职）,畜牧业类,开设院校,1476,INTJ/ESFJ,研究型
1242,印地语,本科,外国语言文学类,开设院校,1454,ESTP/INFJ,艺术型
1243,柬埔寨语,本科,外国语言文学类,开设院校,1434,ESTP/INFJ,艺术型
1244,煤炭深加工与利用,专科（高职）,煤炭类,开设院校,1433,ISTP/INTJ,
1245,马来语,本科,外国语言文学类,开设院校,1430,ESTP/INFJ,艺术型
1246,油田化学应用技术,专科（高职）,石油与天然气类,开设院校,1416,INTJ/ISTJ,研究型
1247,印度尼西亚语,本科,外国语言文学类,开设院校,1408,ESTP/INFJ,艺术型
1248,生物教育,专科（高职）,教育类,开设院校,1367,ENFP/ENFJ,社会型
1249,乌尔都语,本科,外国语言文学类,开设院校,1344,ESTP/INFJ,艺术型
1250,菲律宾语,本科,外国语言文学类,开设院校,1318,ESTP/INFJ,艺术型
1251,民族传统体育,专科（高职）,体育类,开设院校,1295,ISTP,
1252,动物防疫与检疫,专科（高职）,畜牧业类,开设院校,1262,INTJ/ESFJ,研究型
1253,油气开采技术,专科（高职）,石油与天然气类,开设院校,1261,INTJ/ISTJ,研究型
1254,工程地质勘查,专科（高职）,地质类,开设院校,1258,INTJ/ISTJ/INTP,研究型
1255,电网监控技术,专科（高职）,电力技术类,开设院校,1243,ISTP/INTJ,
1256,能源化学,本科,化学类,开设院校,1199,ISTP/INTJ,
1257,社会体育,专科（高职）,体育类,开设院校,1173,ISTP,
1258,儿科学,本科,临床医学类,开设院校,1046,INTJ/ISFJ/ESFJ,研究型
1259,港口航道与治河工程,专科（高职）,水利工程与管理类,开设院校,1031,ISTJ/ISTP/ESFJ,研究型、管理型
1260,网络空间安全,本科,计算机类,开设院校,1018,INTP/INTJ,研究型
1261,生物医学科学,本科,基础医学类,开设院校,980,ESFJ/ISFJ,研究型
1262,作曲技术,专科（高职）,表演艺术类,开设院校,958,INTJ/INFP/ENFP,艺术型
1263,大数据技术与应用,专科（高职）,计算机类,开设院校,737,INTP/INTJ,研究型
1264,戏曲表演,专科（高职）,表演艺术类,开设院校,733,INTJ/INFP/ENFP,艺术型
1265,文化遗产,本科,历史学类,开设院校,646,INFJ,社会型
1266,教育康复学,本科,教育学类,开设院校,520,ENFP/ENFJ,社会型
1267,移动互联应用技术,专科（高职）,电子信息类,开设院校,514,ISTP/INTP,
1268,材料设计科学与工程,本科,材料类,开设院校,399,ISTP/INTJ,
1269,铁道工程,本科,土木类,开设院校,396,ISTJ/INTP,研究型
1270,健康服务与管理,本科,公共管理类,开设院校,386,ENTJ/ISFJ,管理型
1271,虚拟现实应用技术,专科（高职）,计算机类,开设院校,348,INTP/INTJ,研究型
1272,幼儿发展与健康管理,专科（高职）,公共服务类,开设院校,341,ESFJ,管理型
1273,电子竞技运动与管理,专科（高职）,体育类,开设院校,302,ISTP,
1274,飞行器控制与信息工程,本科,航空航天类,开设院校,302,ISTP/INTP,
1275,陶瓷艺术设计,本科,设计学类,开设院校,291,ISFJ/ISFP,艺术型
1276,跨媒体艺术,本科,美术学类,开设院校,262,INTJ/INFP,艺术型
1277,地理空间信息工程,本科,测绘类,开设院校,257,ISTJ/INTJ,研究型
1278,水利科学与工程,本科,水利类,开设院校,210,ESFJ/ISTJ,现实型
1279,刑事侦查,专科（高职）,侦查类,开设院校,186,INTJ/ESTP/ENTJ,社会型
1280,实验艺术,本科,美术学类,开设院校,184,INTJ/INFP,艺术型
1281,食用菌生产与加工,专科（高职）,农业类,开设院校,179,INTJ/ISTP/ESFP,现实型、研究型
1282,水生动物医学,本科,水产类,开设院校,156,ESFJ/INTJ,研究型
1283,宠物临床诊疗技术,专科（高职）,畜牧业类,开设院校,139,INTJ/ESFJ,研究型
1284,机场电工技术,专科（高职）,电力技术类,开设院校,126,ISTP/INTJ,
1285,海警舰艇指挥与技术,本科,公安技术类,开设院校,123,ISFJ/INTP/ESTP,管理型
1286,回医学,本科,中医学类,开设院校,120,ESFJ/ISFJ,研究型
1287,商务数据分析与应用,专科（高职）,电子商务类,开设院校,115,ENTJ,常规型
1288,珠宝首饰技术与管理,专科（高职）,轻化工类,开设院校,114,ISTP,
1289,水净化与安全技术,专科（高职）,环境保护类,开设院校,111,INTJ/ENTJ,研究型、现实型
1290,公益慈善事业管理,专科（高职）,公共管理类,开设院校,99,ENTJ/ISFJ,管理型
1291,权籍信息化管理,专科（高职）,资源勘查类,开设院校,98,ISTP,
1292,傣医学,本科,中医学类,开设院校,95,ESFJ/ISFJ,研究型
1293,中小企业创业与经营,专科（高职）,工商管理类,开设院校,95,ISFJ/ISTP/ESFJ,管理型
1294,朝医学,专科（高职）,临床医学类,开设院校,92,INTJ/ISFJ/ESFJ,研究型
1295,塔吉克语,本科,外国语言文学类,开设院校,91,ESTP/INFJ,艺术型
1296,阿姆哈拉语,本科,外国语言文学类,开设院校,88,ESTP/INFJ,艺术型
1297,船艇指挥,专科（高职）,公安指挥类,开设院校,84,ESTP/ISFJ,现实型
1298,马其顿语,本科,外国语言文学类,开设院校,83,ESTP/INFJ,艺术型
1299,土库曼语,本科,外国语言文学类,开设院校,73,ESTP/INFJ,艺术型
1300,音乐传播,专科（高职）,表演艺术类,开设院校,72,INTJ/INFP/ENFP,艺术型
1301,医疗器械经营与管理,专科（高职）,健康管理与促进类,开设院校,71,ESFJ/ISFJ,研究型
1302,亚美尼亚语,本科,外国语言文学类,开设院校,70,ESTP/INFJ,艺术型
1303,吉尔吉斯语,本科,外国语言文学类,开设院校,61,ESTP/INFJ,艺术型
1304,马达加斯加语,本科,外国语言文学类,开设院校,60,ESTP/INFJ,艺术型
1305,加泰罗尼亚语,本科,外国语言文学类,开设院校,59,ESTP/INFJ,艺术型
1307,储能材料技术,专科（高职）,有色金属材料类,开设院校,58,INTJ/INTP,研究型
1306,阿塞拜疆语,本科,外国语言文学类,开设院校,58,ESTP/INFJ,艺术型
1308,索马里语,本科,外国语言文学类,开设院校,56,ESTP/INFJ,艺术型
1309,约鲁巴语,本科,外国语言文学类,开设院校,56,ESTP/INFJ,艺术型
1310,格鲁吉亚语,本科,外国语言文学类,开设院校,56,ESTP/INFJ,艺术型
1311,阿非利卡语,本科,外国语言文学类,开设院校,56,ESTP/INFJ,艺术型
1312,木工设备应用技术,专科（高职）,林业类,开设院校,53,ISTJ/ISFJ,现实型、研究型
