院校名称,省份,2014,2015,2016,2017,2018,2014A,2015A,2016A,2017A,2018A,编号,院校名称,院校排名,省份,城市,985,211,自招,院校隶属,院校公办,办学类型,城市等级,评分
上海东海职业技术学院,上海,316.0,259.0,233.0,219.0,227.0,0.4653902798232695,0.37976539589442815,0.35736196319018404,0.3333333333333333,0.3188202247191011,2452,上海东海职业技术学院,,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,民办,高等职业技术学校,5.0,0.40395563075359164
上海工程技术大学,上海,556.0,0.0,498.0,439.0,505.0,0.8188512518409425,0.7638036809815951,0.7638036809815951,0.6681887366818874,0.7092696629213483,276,上海工程技术大学,全国270 理工98,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,大学,5.0,0.7790444965745289
上海立信会计金融学院,上海,558.0,569.0,514.0,507.0,539.0,0.8217967599410898,0.8343108504398827,0.7883435582822086,0.771689497716895,0.7570224719101124,171,上海立信会计金融学院,全国383 财经28,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,学院,5.0,0.8350241312187906
上海电机学院,上海,536.0,552.0,490.0,468.0,504.0,0.7893961708394698,0.8093841642228738,0.7515337423312883,0.7123287671232876,0.7078651685393258,371,上海电机学院,全国418 理工155,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,学院,5.0,0.7910957325262553
上海杉达学院,上海,504.0,0.0,439.0,450.0,469.0,0.7422680412371134,0.6733128834355828,0.6733128834355828,0.684931506849315,0.6587078651685393,1147,上海杉达学院,民办35 综合16,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,民办,学院,5.0,0.728731549589056
上海政法学院,上海,562.0,574.0,516.0,516.0,546.0,0.8276877761413843,0.841642228739003,0.7914110429447853,0.7853881278538812,0.7668539325842697,210,上海政法学院,全国394 政法24,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,学院,5.0,0.8437005322526971
上海第二工业大学,上海,541.0,0.0,497.0,491.0,519.0,0.7967599410898379,0.7622699386503068,0.7622699386503068,0.7473363774733638,0.7289325842696629,291,上海第二工业大学,全国441 理工163,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,高等职业技术学校,5.0,0.801984342285831
上海商学院,上海,532.0,0.0,507.0,0.0,530.0,0.7835051546391752,0.7776073619631901,0.7776073619631901,0.7443820224719101,0.7443820224719101,457,上海商学院,全国473 财经40,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,公办,学院,5.0,0.8099232045105846
上海建桥学院,上海,500.0,0.0,419.0,416.0,451.0,0.7363770250368189,0.6426380368098159,0.6426380368098159,0.6331811263318112,0.6334269662921348,1017,上海建桥学院,民办12 综合6,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,民办,学院,5.0,0.6968843868577107
上海外国语大学贤达经济人文学院,上海,514.0,0.0,0.0,0.0,0.0,0.7569955817378498,0.7569955817378498,0.7569955817378498,0.7569955817378498,0.7569955817378498,1148,上海外国语大学贤达经济人文学院,独立120 财经16,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,民办,独立学院,5.0,0.8069955817378498
上海师范大学天华学院,上海,486.0,0.0,0.0,399.0,416.0,0.7157584683357879,0.6073059360730594,0.6073059360730594,0.6073059360730594,0.5842696629213483,1081,上海师范大学天华学院,独立104 综合43,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,民办,独立学院,5.0,0.661240307353819
上海纽约大学,上海,638.0,0.0,0.0,0.0,0.0,0.9396170839469808,0.9396170839469808,0.9396170839469808,0.9396170839469808,0.9396170839469808,2477,上海纽约大学,民办6 综合5,上海市,上海市,0.0,0.0,0.0,上海市教育委员会,合办,大学,5.0,0.9896170839469809
昆明理工大学,云南,553.0,0.0,503.0,495.0,524.0,0.8144329896907216,0.7714723926380368,0.7714723926380368,0.7534246575342466,0.7359550561797753,261,昆明理工大学,全国72 理工31,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.8043513176298792
云南农业大学,云南,521.0,0.0,474.0,448.0,469.0,0.7673048600883653,0.7269938650306749,0.7269938650306749,0.6818873668188736,0.6587078651685393,527,云南农业大学,全国191 农林16,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.7430125400248528
西南林业大学,云南,527.0,0.0,472.0,448.0,497.0,0.7761413843888071,0.7239263803680982,0.7239263803680982,0.6818873668188736,0.6980337078651685,495,西南林业大学,全国381 农林32,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.754620325631984
昆明医科大学,云南,541.0,0.0,486.0,483.0,535.0,0.7967599410898379,0.745398773006135,0.745398773006135,0.7351598173515982,0.7514044943820225,136,昆明医科大学,全国357 医科38,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.7935268673136373
大理大学,云南,526.0,0.0,486.0,479.0,500.0,0.7746686303387335,0.745398773006135,0.745398773006135,0.7290715372907154,0.702247191011236,529,大理大学,全国424 综合87,云南,大理白族自治州,0.0,0.0,0.0,云南省教育厅,公办,大学,1.0,0.7312984752120703
云南师范大学,云南,538.0,0.0,499.0,446.0,380.0,0.792341678939617,0.7653374233128835,0.7653374233128835,0.6788432267884322,0.5337078651685393,438,云南师范大学,全国159 师范20,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.7206754323011407
普洱学院,云南,498.0,0.0,0.0,0.0,420.0,0.7334315169366715,0.5898876404494382,0.5898876404494382,0.5898876404494382,0.5898876404494382,846,普洱学院,全国692 综合179,云南,普洱市,0.0,0.0,0.0,云南省教育厅,公办,高等专科学校,1.0,0.6042420280981615
红河学院,云南,519.0,0.0,451.0,448.0,471.0,0.7643593519882179,0.691717791411043,0.691717791411043,0.6818873668188736,0.6615168539325843,790,红河学院,全国644 综合156,云南,红河哈尼族彝族自治州,0.0,0.0,0.0,云南省教育厅,公办,学院,1.0,0.6874640600771805
云南财经大学,云南,545.0,0.0,499.0,471.0,511.0,0.8026509572901326,0.7653374233128835,0.7653374233128835,0.7168949771689498,0.7176966292134831,475,云南财经大学,全国289 财经18,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,大学,4.5,0.7864159269448048
玉溪师范学院,云南,512.0,0.0,432.0,444.0,472.0,0.7540500736377025,0.6625766871165644,0.6625766871165644,0.6757990867579908,0.6629213483146067,738,玉溪师范学院,全国570 师范79,云南,玉溪市,0.0,0.0,0.0,云南省教育厅,公办,学院,1.0,0.6751330240384474
云南警官学院,云南,526.0,0.0,486.0,499.0,534.0,0.7746686303387335,0.745398773006135,0.745398773006135,0.7595129375951294,0.75,581,云南警官学院,政法10,云南,昆明市,0.0,0.0,0.0,云南省教育厅,公办,学院,4.5,0.7969846679848029
云南大学滇池学院,云南,500.0,473.0,415.0,406.0,445.0,0.7363770250368189,0.6935483870967742,0.6365030674846626,0.6179604261796042,0.625,926,云南大学滇池学院,独立21 综合13,云南,昆明市,0.0,0.0,0.0,云南省教育厅,民办,独立学院,4.5,0.6907106806100315
云南大学旅游文化学院,云南,474.0,0.0,410.0,0.0,424.0,0.6980854197349042,0.6288343558282209,0.6288343558282209,0.5955056179775281,0.5955056179775281,1033,云南大学旅游文化学院,独立32 综合19,云南,丽江市,0.0,0.0,0.0,云南省教育厅,民办,独立学院,2.0,0.629928656401008
云南师范大学商学院,云南,504.0,0.0,422.0,426.0,449.0,0.7422680412371134,0.647239263803681,0.647239263803681,0.6484018264840182,0.6306179775280899,916,云南师范大学商学院,独立2 财经1,云南,昆明市,0.0,0.0,0.0,云南省教育厅,民办,独立学院,4.5,0.6957963963344312
昆明医科大学海源学院,云南,497.0,0.0,0.0,412.0,437.0,0.7319587628865979,0.6270928462709284,0.6270928462709284,0.6270928462709284,0.6137640449438202,544,昆明医科大学海源学院,独立174 医科4,云南,昆明市,0.0,0.0,0.0,云南省教育厅,民办,独立学院,4.5,0.6773307975343629
楚雄医药高等专科学校,云南,407.0,401.0,339.0,268.0,268.0,0.5994108983799705,0.5879765395894428,0.5199386503067485,0.4079147640791476,0.37640449438202245,1342,楚雄医药高等专科学校,,云南,楚雄彝族自治州,0.0,0.0,0.0,云南省教育厅,公办,高等专科学校,1.0,0.4670253401721568
内蒙古科技大学,内蒙古,529.0,0.0,447.0,444.0,471.0,0.7790868924889544,0.6855828220858896,0.6855828220858896,0.6757990867579908,0.6615168539325843,462,内蒙古科技大学,全国284 综合69,内蒙古,包头市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,3.0,0.7102675048482298
内蒙古工业大学,内蒙古,509.0,0.0,434.0,465.0,436.0,0.7496318114874816,0.6656441717791411,0.6656441717791411,0.7077625570776256,0.6123595505617978,645,内蒙古工业大学,全国273 理工100,内蒙古,呼和浩特市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,3.0,0.6935871457093933
内蒙古农业大学,内蒙古,501.0,513.0,443.0,373.0,435.0,0.7378497790868925,0.7521994134897361,0.6794478527607362,0.5677321156773212,0.6109550561797753,681,内蒙古农业大学,全国206 农林18,内蒙古,呼和浩特市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,3.0,0.6727240062575598
内蒙古医科大学,内蒙古,516.0,0.0,480.0,445.0,431.0,0.759941089837997,0.7361963190184049,0.7361963190184049,0.6773211567732116,0.6053370786516854,598,内蒙古医科大学,全国452 医科52,内蒙古,呼和浩特市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,3.0,0.7095942334290499
内蒙古师范大学,内蒙古,544.0,0.0,449.0,413.0,470.0,0.801178203240059,0.6886503067484663,0.6886503067484663,0.6286149162861492,0.6601123595505618,694,内蒙古师范大学,全国243 师范30,内蒙古,呼和浩特市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,3.0,0.701332864622675
内蒙古民族大学,内蒙古,513.0,0.0,441.0,438.0,469.0,0.7555228276877761,0.6763803680981595,0.6763803680981595,0.6666666666666666,0.6587078651685393,764,内蒙古民族大学,全国357 综合79,内蒙古,通辽市,0.0,0.0,0.0,内蒙古自治区教育厅,公办,大学,1.0,0.6765644378203619
北京大学,北京,670.0,675.0,640.0,655.0,666.0,0.9867452135493373,0.9897360703812317,0.9815950920245399,0.9969558599695586,0.9353932584269663,1,北京大学,全国1 综合1,北京市,北京市,1.0,1.0,1.0,教育部,公办,大学,5.0,1.473310892837506
中国人民大学,北京,650.0,656.0,629.0,622.0,647.0,0.9572901325478645,0.9618768328445748,0.9647239263803681,0.9467275494672754,0.9087078651685393,11,中国人民大学,全国5 综合4,北京市,北京市,1.0,1.0,1.0,教育部,公办,大学,5.0,1.442249570374927
清华大学,北京,679.0,682.0,652.0,657.0,673.0,1.0,1.0,1.0,1.0,0.9452247191011236,2,清华大学,全国2 理工1,北京市,北京市,1.0,1.0,1.0,教育部,公办,大学,5.0,1.4835674157303371
北京交通大学,北京,604.0,619.0,573.0,570.0,594.0,0.8895434462444771,0.907624633431085,0.8788343558282209,0.867579908675799,0.8342696629213483,52,北京交通大学,全国40 理工16,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.168040786850109
北京工业大学,北京,589.0,597.0,558.0,547.0,576.0,0.8674521354933726,0.875366568914956,0.8558282208588958,0.832572298325723,0.8089887640449438,74,北京工业大学,全国82 理工33,北京市,北京市,0.0,1.0,1.0,北京市教育委员会,公办,大学,5.0,1.1400555468532738
北京航空航天大学,北京,591.0,640.0,564.0,604.0,630.0,0.8703976435935199,0.9384164222873901,0.8650306748466258,0.9193302891933028,0.8848314606741573,14,北京航空航天大学,全国24 理工7,北京市,北京市,1.0,1.0,1.0,工业和信息化部,公办,大学,5.0,1.3960903731723586
北京理工大学,北京,615.0,626.0,587.0,580.0,595.0,0.9057437407952872,0.9178885630498533,0.9003067484662577,0.882800608828006,0.8356741573033708,26,北京理工大学,全国29 理工11,北京市,北京市,1.0,1.0,1.0,工业和信息化部,公办,大学,5.0,1.379721407628271
北京科技大学,北京,603.0,614.0,578.0,557.0,583.0,0.8880706921944035,0.9002932551319648,0.8865030674846626,0.84779299847793,0.8188202247191011,66,北京科技大学,全国47 理工20,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1587459880213804
北京化工大学,北京,587.0,600.0,549.0,541.0,571.0,0.8645066273932254,0.8797653958944281,0.8420245398773006,0.8234398782343988,0.8019662921348315,98,北京化工大学,全国61 理工26,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1332702372979961
北京服装学院,北京,555.0,0.0,510.0,496.0,515.0,0.8173784977908689,0.7822085889570553,0.7822085889570553,0.7549467275494672,0.723314606741573,486,北京服装学院,全国340 理工124,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.811241919823895
北京邮电大学,北京,560.0,631.0,588.0,574.0,603.0,0.8247422680412371,0.9252199413489736,0.901840490797546,0.8736681887366818,0.8469101123595506,37,北京邮电大学,全国59 理工24,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1741153970580147
北京印刷学院,北京,534.0,0.0,482.0,449.0,480.0,0.7864506627393225,0.7392638036809815,0.7392638036809815,0.6834094368340944,0.6741573033707865,352,北京印刷学院,全国394 理工145,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.7604869477820353
北京建筑大学,北京,567.0,0.0,0.0,0.0,536.0,0.8350515463917526,0.7528089887640449,0.7528089887640449,0.7528089887640449,0.7528089887640449,215,北京建筑大学,全国280 理工101,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,大学,5.0,0.8110332445268158
北京石油化工学院,北京,524.0,0.0,485.0,455.0,480.0,0.7717231222385862,0.7438650306748467,0.7438650306748467,0.6925418569254186,0.6741573033707865,497,北京石油化工学院,全国441 理工163,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.7629077282026455
中国农业大学,北京,600.0,611.0,557.0,555.0,585.0,0.8836524300441826,0.8958944281524927,0.8542944785276073,0.8447488584474886,0.8216292134831461,73,中国农业大学,全国33 农林1,北京市,北京市,1.0,1.0,0.0,教育部,公办,大学,5.0,1.2512842815896295
北京农学院,北京,510.0,0.0,492.0,0.0,0.0,0.7511045655375552,0.754601226993865,0.754601226993865,0.754601226993865,0.754601226993865,1264,北京农学院,全国383 农林33,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.8042515608482341
北京林业大学,北京,592.0,602.0,556.0,548.0,0.0,0.8718703976435935,0.8826979472140762,0.852760736196319,0.8340943683409436,0.8340943683409436,125,北京林业大学,全国93 农林6,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1488957816732537
北京中医药大学,北京,607.0,625.0,579.0,485.0,584.0,0.8939617083946981,0.9164222873900293,0.8880368098159509,0.7382039573820396,0.8202247191011236,156,北京中医药大学,全国115 医科4,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1350852809870113
北京外国语大学,北京,639.0,647.0,606.0,623.0,611.0,0.9410898379970545,0.9486803519061584,0.9294478527607362,0.9482496194824962,0.8581460674157303,32,北京外国语大学,语言1,北京市,北京市,0.0,1.0,0.0,教育部,公办,大学,5.0,1.1168068322331195
北京第二外国语学院,北京,600.0,610.0,566.0,557.0,552.0,0.8836524300441826,0.8944281524926686,0.8680981595092024,0.84779299847793,0.7752808988764045,149,北京第二外国语学院,语言6,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.890681617062563
北京语言大学,北京,614.0,608.0,570.0,564.0,0.0,0.9042709867452136,0.8914956011730205,0.8742331288343558,0.8584474885844748,0.8584474885844748,162,北京语言大学,全国132 语言4,北京市,北京市,0.0,0.0,1.0,教育部,公办,大学,5.0,1.0211441833388066
中国传媒大学,北京,621.0,623.0,582.0,581.0,605.0,0.914580265095729,0.9134897360703812,0.8926380368098159,0.8843226788432268,0.8497191011235955,46,中国传媒大学,语言1,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1830054943299786
中央财经大学,北京,633.0,641.0,599.0,597.0,618.0,0.9322533136966127,0.9398826979472141,0.9187116564417178,0.908675799086758,0.8679775280898876,19,中央财经大学,全国99 财经5,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.2055122755487429
对外经济贸易大学,北京,635.0,644.0,610.0,592.0,308.0,0.93519882179676,0.9442815249266863,0.9355828220858896,0.9010654490106544,0.43258426966292135,20,对外经济贸易大学,全国91 财经3,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.077320318487397
北京物资学院,北京,553.0,0.0,506.0,491.0,523.0,0.8144329896907216,0.7760736196319018,0.7760736196319018,0.7473363774733638,0.7345505617977528,269,北京物资学院,全国441 财经36,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,学院,5.0,0.8102683287479047
首都经济贸易大学,北京,584.0,0.0,533.0,525.0,564.0,0.8600883652430045,0.8174846625766872,0.8174846625766872,0.7990867579908676,0.7921348314606742,102,首都经济贸易大学,全国170 财经9,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,大学,5.0,0.8595406073620602
外交学院,北京,637.0,0.0,590.0,593.0,621.0,0.9381443298969072,0.9049079754601227,0.9049079754601227,0.9025875190258752,0.8721910112359551,2686,外交学院,语言1,北京市,北京市,0.0,0.0,0.0,外交部,公办,学院,5.0,0.947836407527989
国际关系学院,北京,600.0,0.0,563.0,502.0,591.0,0.8836524300441826,0.8634969325153374,0.8634969325153374,0.7640791476407914,0.8300561797752809,1603,国际关系学院,政法4,北京市,北京市,0.0,0.0,0.0,教育部,公办,大学,5.0,0.8806258102275686
北京体育大学,北京,585.0,590.0,539.0,484.0,0.0,0.8615611192930781,0.8651026392961877,0.8266871165644172,0.7366818873668188,0.7366818873668188,195,北京体育大学,体育1,北京市,北京市,0.0,1.0,0.0,国家体育总局,公办,大学,5.0,0.9864339691883699
中央民族大学,北京,602.0,610.0,0.0,566.0,591.0,0.8865979381443299,0.8944281524926686,0.8614916286149162,0.8614916286149162,0.8300561797752809,97,中央民族大学,全国80 民族1,北京市,北京市,1.0,1.0,0.0,国家民族事务委员会,公办,大学,5.0,1.2595121034976298
中国政法大学,北京,621.0,636.0,589.0,589.0,613.0,0.914580265095729,0.9325513196480938,0.9033742331288344,0.8964992389649924,0.8609550561797753,35,中国政法大学,全国65 政法1,北京市,北京市,0.0,1.0,1.0,教育部,公办,大学,5.0,1.1944268976777346
中华女子学院,北京,519.0,0.0,462.0,428.0,469.0,0.7643593519882179,0.7085889570552147,0.7085889570552147,0.6514459665144596,0.6587078651685393,3147,中华女子学院,全国507 语言15,北京市,北京市,0.0,0.0,0.0,中华全国妇女联合会,公办,学院,5.0,0.7349159213473238
北京联合大学,北京,559.0,0.0,492.0,488.0,488.0,0.8232695139911634,0.754601226993865,0.754601226993865,0.7427701674277016,0.6853932584269663,528,北京联合大学,全国309 综合73,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,公办,大学,5.0,0.7877479002319844
北京城市学院,北京,492.0,513.0,459.0,447.0,460.0,0.7245949926362297,0.7521994134897361,0.7039877300613497,0.680365296803653,0.6460674157303371,928,北京城市学院,民办16 综合10,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,民办,学院,5.0,0.7399985062193677
中国青年政治学院,北京,590.0,0.0,543.0,0.0,0.0,0.8689248895434463,0.8328220858895705,0.8328220858895705,0.8328220858895705,0.8328220858895705,3128,中国青年政治学院,全国389 政法10,北京市,北京市,0.0,0.0,0.0,中国共产主义青年团中央,公办,学院,5.0,0.8864323662549581
中国劳动关系学院,北京,524.0,0.0,0.0,361.0,431.0,0.7717231222385862,0.5494672754946728,0.5494672754946728,0.5494672754946728,0.6053370786516854,494,中国劳动关系学院,全国552 财经43,北京市,北京市,0.0,0.0,0.0,中华全国总工会,公办,学院,5.0,0.638453801116168
北京工商大学嘉华学院,北京,485.0,0.0,414.0,389.0,410.0,0.7142857142857143,0.6349693251533742,0.6349693251533742,0.5920852359208524,0.5758426966292135,917,北京工商大学嘉华学院,独立134 财经18,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,民办,独立学院,5.0,0.6644419532012296
北京邮电大学世纪学院,北京,493.0,0.0,416.0,391.0,408.0,0.7260677466863034,0.6380368098159509,0.6380368098159509,0.5951293759512938,0.5730337078651685,1036,北京邮电大学世纪学院,独立67 综合30,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,民办,独立学院,5.0,0.6666121144515872
北京工业大学耿丹学院,北京,474.0,0.0,410.0,422.0,0.0,0.6980854197349042,0.6288343558282209,0.6288343558282209,0.6423135464231354,0.6423135464231354,1068,北京工业大学耿丹学院,独立73 综合33,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,民办,独立学院,5.0,0.6931730170460922
北京第二外国语学院中瑞酒店管理学院,北京,489.0,0.0,418.0,389.0,404.0,0.7201767304860088,0.6411042944785276,0.6411042944785276,0.5920852359208524,0.5674157303370787,1139,北京第二外国语学院中瑞酒店管理学院,独立149 语言4,北京市,北京市,0.0,0.0,0.0,北京市教育委员会,民办,独立学院,5.0,0.6646502041974223
吉林大学,吉林,604.0,608.0,570.0,560.0,589.0,0.8895434462444771,0.8914956011730205,0.8742331288343558,0.852359208523592,0.827247191011236,68,吉林大学,全国10 综合9,吉林,长春市,1.0,1.0,1.0,教育部,公办,大学,4.0,1.346289270001541
延边大学,吉林,579.0,0.0,520.0,512.0,537.0,0.8527245949926362,0.7975460122699386,0.7975460122699386,0.7792998477929984,0.7542134831460674,268,延边大学,全国182 综合54,吉林,延边朝鲜族自治州,0.0,1.0,0.0,吉林省教育厅,公办,大学,1.0,0.935502570685812
长春理工大学,吉林,537.0,568.0,504.0,486.0,525.0,0.7908689248895434,0.8328445747800587,0.7730061349693251,0.7397260273972602,0.7373595505617978,351,长春理工大学,全国174 理工59,吉林,长春市,0.0,0.0,0.0,吉林省教育厅,公办,大学,4.0,0.8022541777176825
东北电力大学,吉林,549.0,0.0,486.0,438.0,460.0,0.8085419734904271,0.745398773006135,0.745398773006135,0.6666666666666666,0.6460674157303371,298,东北电力大学,全国184 理工61,吉林,吉林市,0.0,0.0,0.0,吉林省教育厅,公办,大学,3.0,0.7272306592869577
